loan_id,application_id,customer_id,state,city,gender,employment_type,occupation_category,income_band,monthly_income,credit_score,debt_to_income_ratio,acquisition_channel,loan_product,purpose_category,risk_band,underwriting_score,disbursement_date,principal_amount,interest_rate,tenure_months,emi_amount,loan_status,current_outstanding,days_past_due,delinquency_bucket,default_flag,write_off_flag,total_due_amount,total_paid_amount,repayment_completion_rate,missed_payment_count,partial_payment_count,late_payment_count,avg_days_late,max_days_late,pd_score,lgd,ead,expected_credit_loss,par30_flag,par60_flag,par90_flag,risk_priority_score,risk_priority_band,total_contact_attempts,total_recovered_amount,promise_to_pay_count,last_action_date,last_contact_attempt_number,expected_recoverable_value,collections_priority_score,recommended_next_action
LOAN00007002,APP00011251,CUST0024830,Maharashtra,Nashik,Male,Salaried,Finance and Accounting,Upper Mass,91132,598,0.665,Mobile App,Personal Loan,Debt Consolidation,Critical,28.6,2026-04-01,157500.0,26.65,36,6400.43,Defaulted,140330.95,188,Default,1,0,134409.03,6400.43,0.0476,1,0,1,2.7142857142857144,43,0.55,0.68,140330.95,52483.78,1,1,1,68.77,High Priority,2.0,0.0,0.0,2026-06-09,2.0,44905.9,59.54,Settlement offer / legal review
LOAN00017569,APP00028442,CUST0005026,Maharashtra,Pune,Female,Salaried,IT and Services,Mass Market,48077,703,0.432,Referral,Personal Loan,Home Improvement,Medium,63.79,2026-04-15,89000.0,20.15,9,10737.57,Defaulted,61501.23,177,Default,1,0,53687.85,18871.03,0.3515,0,1,0,1.8,9,0.55,0.68,61501.23,23001.46,1,1,1,66.51,High Priority,3.0,30087.98,3.0,2026-06-25,3.0,23222.86,59.54,Settlement offer / legal review
LOAN00010721,APP00017175,CUST0000445,Delhi,Dwarka,Female,Salaried,IT and Services,Upper Mass,54190,666,0.505,Mobile App,Personal Loan,Debt Consolidation,Critical,30.38,2026-04-06,182500.0,27.82,9,22700.09,Defaulted,168048.71,218,Default,1,0,136200.54,31667.62,0.2325,0,1,1,9.833333333333334,40,0.55,0.68,168048.71,62850.22,1,1,1,69.56,High Priority,5.0,6019.23,1.0,2026-06-27,5.0,57002.12,59.48,Settlement offer / legal review
LOAN00020335,APP00032841,CUST0017750,Rajasthan,Kota,Female,Salaried,Finance and Accounting,Upper Mass,73316,685,0.198,Referral,Personal Loan,Family Event,High,59.6,2026-04-16,192000.0,24.13,24,10163.71,Defaulted,193258.71,152,Default,1,0,213437.90999999997,20327.42,0.0952,0,0,0,0.0,0,0.55,0.68,193258.71,72278.76,1,1,1,70.28,High Priority,3.0,0.0,1.0,2026-05-26,3.0,65553.35,59.39,Settlement offer / legal review
LOAN00012880,APP00020784,CUST0010150,Telangana,Karimnagar,Female,Salaried,Education,Upper Mass,75122,686,0.499,Referral,Personal Loan,Medical Expense,High,52.05,2026-03-26,196500.0,26.34,12,18804.2,Defaulted,194663.57,151,Default,1,0,169237.80000000002,56412.600000000006,0.3333,0,0,2,2.888888888888889,20,0.55,0.68,194663.57,72804.18,1,1,1,70.32,High Priority,3.0,0.0,1.0,2026-05-29,3.0,66029.88,59.33,Settlement offer / legal review
LOAN00004634,APP00007409,CUST0008023,Uttar Pradesh,Lucknow,Male,Self-employed,Sales and Retail,Upper Mass,65837,677,0.37,Website,Personal Loan,Family Event,High,47.56,2026-04-21,141000.0,25.16,24,7536.71,Defaulted,136060.32,187,Default,1,0,97977.23,7536.71,0.0769,1,0,0,3.6153846153846154,46,0.55,0.68,136060.32,50886.56,1,1,1,68.64,High Priority,2.0,0.0,0.0,2026-06-26,2.0,43539.3,59.3,Settlement offer / legal review
LOAN00010059,APP00016101,CUST0019264,Karnataka,Mysuru,Female,Salaried,Healthcare,Upper Mass,72827,749,0.56,DSA Agent,Personal Loan,Education,High,58.8,2026-04-24,199500.0,25.14,12,18974.87,Defaulted,183356.14,178,Default,1,0,170773.83,18974.87,0.1111,0,1,0,0.1111111111111111,1,0.55,0.68,183356.14,68575.2,1,1,1,70.0,High Priority,4.0,0.0,0.0,2026-06-29,4.0,58673.96,59.25,Settlement offer / legal review
LOAN00000365,APP00000596,CUST0008094,Maharashtra,Mumbai,Male,Salaried,Sales and Retail,Affluent,109779,708,0.464,Paid Search,Personal Loan,Medical Expense,High,57.69,2026-04-27,237500.0,23.12,18,15739.79,Defaulted,228723.64,205,Default,1,0,251836.64,26866.550000000003,0.1067,0,1,0,1.125,18,0.55,0.68,228723.64,85542.64,1,1,1,71.3,High Priority,8.0,68304.29,1.0,2026-06-29,8.0,77583.06,59.25,Settlement offer / legal review
LOAN00016491,APP00026666,CUST0012518,Rajasthan,Jodhpur,Female,Salaried,Education,Upper Mass,63200,771,0.357,Mobile App,Personal Loan,Education,Medium,69.0,2026-03-06,291000.0,22.08,36,11125.47,Defaulted,283014.37,109,Default,1,0,278136.75,15701.199999999999,0.0565,0,2,0,0.24,4,0.55,0.68,283014.37,105847.37,1,1,1,72.85,High Priority,4.0,103783.87000000001,2.0,2026-06-27,4.0,101432.35,59.21,Settlement offer / legal review
LOAN00015428,APP00024903,CUST0007210,Telangana,Karimnagar,Female,Small Business Owner,Small Business,Affluent,107282,680,0.315,Partner Marketplace,Personal Loan,Family Event,Critical,42.17,2025-10-09,315500.0,29.93,12,30746.33,Defaulted,234236.92,207,Default,1,0,245970.64,105688.84,0.4297,4,2,2,51.375,119,0.55,0.68,234236.92,87604.61,1,1,1,71.46,High Priority,16.0,17121.55,2.0,2026-06-24,16.0,83950.51,59.16,Settlement offer / legal review
LOAN00019060,APP00030854,CUST0004179,Rajasthan,Jodhpur,Male,Gig Worker,Freelance Services,Mass Market,39970,553,0.85,Social Media,Business Micro-loan,Working Capital,Critical,0.0,2024-10-24,73500.0,30.01,9,9221.44,Defaulted,16840.88,182,Default,1,0,82992.96,68076.21,0.8203,1,1,4,20.88888888888889,86,0.85,0.68,16840.88,9734.03,1,1,1,78.73,High Priority,25.0,54113.34,5.0,2026-05-14,25.0,6359.12,59.15,Settlement offer / legal review
LOAN00009326,APP00014923,CUST0023463,Tamil Nadu,Salem,Other,Salaried,Manufacturing,Upper Mass,69856,683,0.088,Partner Marketplace,Personal Loan,Emergency Expense,Medium,63.79,2026-02-19,227500.0,22.61,24,11870.92,Defaulted,214357.32,178,Default,1,0,213676.56,35612.76,0.1667,0,0,2,1.0,16,0.55,0.68,214357.32,80169.64,1,1,1,70.89,High Priority,9.0,64349.81,2.0,2026-06-17,9.0,76825.66,58.98,Settlement offer / legal review
LOAN00011553,APP00018577,CUST0016441,Madhya Pradesh,Indore,Male,Salaried,IT and Services,Upper Mass,87197,689,0.438,Paid Search,Personal Loan,Home Improvement,High,53.23,2025-12-27,270000.0,25.0,18,18141.79,Defaulted,230030.67,212,Default,1,0,217701.48,90708.95000000001,0.4167,0,0,3,2.8333333333333335,28,0.55,0.68,230030.67,86031.47,1,1,1,71.33,High Priority,13.0,122610.23999999999,2.0,2026-06-26,13.0,82442.99,58.92,Settlement offer / legal review
LOAN00008046,APP00012888,CUST0009557,Andhra Pradesh,Tirupati,Male,Salaried,Sales and Retail,Mass Market,48086,659,0.444,Partner Marketplace,Personal Loan,Home Improvement,Critical,30.95,2025-09-23,136500.0,27.24,36,5590.23,Defaulted,135215.67,208,Default,1,0,162116.66999999998,35340.03999999999,0.218,1,3,3,6.9655172413793105,72,0.55,0.68,135215.67,50570.66,1,1,1,68.62,High Priority,4.0,0.0,1.0,2026-06-27,4.0,45865.16,58.85,Settlement offer / legal review
LOAN00004144,APP00006622,CUST0000072,Gujarat,Rajkot,Male,Self-employed,Sales and Retail,Upper Mass,89014,666,0.239,Mobile App,Personal Loan,Travel,Critical,38.16,2026-04-02,257000.0,28.43,18,17703.85,Defaulted,279101.82,105,Default,1,0,247853.89999999997,13594.86,0.0549,1,1,0,5.571428571428571,54,0.55,0.68,279101.82,104384.08,1,1,1,72.74,High Priority,2.0,0.0,1.0,2026-05-23,2.0,94671.34,58.84,Settlement offer / legal review
LOAN00012635,APP00020383,CUST0006093,Uttar Pradesh,Noida,Male,Self-employed,Transport and Logistics,Affluent,113064,701,0.569,DSA Agent,Business Micro-loan,Inventory Purchase,Critical,20.22,2025-01-17,385000.0,31.04,18,27023.82,Defaulted,119221.52,220,Default,1,0,459404.94,269513.77,0.5867,5,4,4,35.88235294117647,117,0.55,0.68,119221.52,44588.85,1,1,1,68.16,High Priority,29.0,106465.89,5.0,2026-06-25,29.0,45018.05,58.76,Settlement offer / legal review
LOAN00007534,APP00012109,CUST0000880,Karnataka,Bengaluru,Female,Salaried,Manufacturing,Upper Mass,91982,707,0.161,Mobile App,Business Micro-loan,Working Capital,High,48.44,2026-04-05,258000.0,27.38,24,14079.85,Defaulted,211499.17,127,Default,1,0,253437.30000000002,28159.7,0.1111,0,0,0,0.1111111111111111,2,0.55,0.68,211499.17,79100.69,1,1,1,70.8,High Priority,0.0,0.0,0.0,No Prior Contact,0.0,67679.73,58.53,Settlement offer / legal review
LOAN00017105,APP00027661,CUST0001815,West Bengal,Howrah,Male,Salaried,Sales and Retail,Mass Market,43299,699,0.236,Partner Marketplace,Personal Loan,Debt Consolidation,High,47.48,2026-02-02,98500.0,25.05,9,12118.22,Defaulted,93086.75,189,Default,1,0,48472.88,36053.67,0.7438,0,2,1,8.75,24,0.55,0.68,93086.75,34814.44,1,1,1,67.41,High Priority,4.0,5205.21,2.0,2026-06-18,4.0,33362.29,58.51,Settlement offer / legal review
LOAN00015914,APP00025727,CUST0017854,Madhya Pradesh,Gwalior,Male,Self-employed,Professional Services,Upper Mass,81664,708,0.362,Website,Business Micro-loan,Shop Renovation,Critical,37.88,2025-12-27,200500.0,31.11,12,19655.8,Defaulted,186420.67,218,Default,1,0,176902.19999999998,58967.399999999994,0.3333,3,0,2,36.44444444444444,113,0.55,0.68,186420.67,69721.33,1,1,1,70.09,High Priority,5.0,0.0,0.0,2026-06-29,5.0,59654.61,58.5,Settlement offer / legal review
LOAN00018823,APP00030468,CUST0009112,Kerala,Kozhikode,Male,Self-employed,Small Business,Upper Mass,98346,733,0.245,Social Media,Personal Loan,Education,High,49.84,2024-05-30,321500.0,25.07,12,30567.63,Defaulted,114305.16,200,Default,1,0,366811.56,264547.82,0.7212,2,4,5,32.75,118,0.55,0.68,114305.16,42750.13,1,1,1,68.02,High Priority,33.0,322213.29,8.0,2026-06-27,33.0,43161.63,58.49,Settlement offer / legal review
LOAN00005194,APP00008322,CUST0009906,Uttar Pradesh,Ghaziabad,Female,Small Business Owner,Trading,Affluent,111456,689,0.548,Website,Business Micro-loan,Inventory Purchase,Critical,29.41,2026-04-10,384500.0,31.47,9,48517.35,Defaulted,366845.75,142,Default,1,0,242586.75,48517.35,0.2,0,0,2,3.0,15,0.55,0.68,366845.75,137200.31,1,1,1,75.25,High Priority,9.0,216961.18,0.0,2026-06-25,9.0,117390.64,58.45,Settlement offer / legal review
LOAN00009417,APP00015070,CUST0022939,Tamil Nadu,Coimbatore,Male,Small Business Owner,Trading,Affluent,111507,715,0.113,Website,Business Micro-loan,Unknown,High,53.51,2025-12-17,421000.0,26.1,12,40238.68,Defaulted,257309.13,197,Default,1,0,442625.48,131925.44,0.2981,1,3,0,19.181818181818183,111,0.55,0.68,257309.13,96233.61,1,1,1,72.12,High Priority,12.0,190552.46,1.0,2026-06-10,12.0,87279.26,58.44,Settlement offer / legal review
LOAN00008109,APP00012981,CUST0015342,Karnataka,Bengaluru,Male,Salaried,Sales and Retail,Upper Mass,67082,715,0.122,Partner Marketplace,Personal Loan,Medical Expense,Medium,74.78,2026-04-11,144500.0,23.51,9,17669.0,Defaulted,119950.38,209,Default,1,0,106014.0,17669.0,0.1667,1,0,1,12.166666666666666,38,0.55,0.68,119950.38,44861.44,1,1,1,68.18,High Priority,2.0,5772.53,0.0,2026-06-18,2.0,38384.12,58.4,Settlement offer / legal review
LOAN00013166,APP00021225,CUST0014867,Delhi,Dwarka,Female,Salaried,Finance and Accounting,Mass Market,47390,699,0.429,Mobile App,Personal Loan,Debt Consolidation,High,57.58,2025-06-06,194500.0,25.02,24,10382.71,Defaulted,112424.16,182,Default,1,0,176506.06999999998,58245.78,0.33,6,1,2,32.705882352941174,109,0.55,0.68,112424.16,42046.64,1,1,1,67.97,High Priority,17.0,104466.46,5.0,2026-06-16,17.0,42451.36,58.39,Settlement offer / legal review
LOAN00014271,APP00023034,CUST0005482,Maharashtra,Mumbai,Male,Self-employed,Transport and Logistics,Upper Mass,89838,729,0.213,Mobile App,Salary Advance,Monthly Cashflow,Medium,72.22,2026-02-21,62500.0,20.74,1,63580.21,Defaulted,69175.58,183,Default,1,0,63580.21,52015.73,0.8181,0,1,0,29.0,29,0.55,0.68,69175.58,25871.67,1,1,1,66.73,High Priority,3.0,0.0,2.0,2026-05-26,3.0,24792.53,58.38,Settlement offer / legal review
LOAN00004193,APP00006708,CUST0013039,Andhra Pradesh,Visakhapatnam,Male,Small Business Owner,Small Business,Upper Mass,50733,611,0.465,Website,Personal Loan,Travel,Critical,18.72,2025-12-31,183000.0,27.7,36,7539.91,Defaulted,183682.18,201,Default,1,0,218657.38999999998,19961.63,0.0913,1,1,3,4.448275862068965,65,0.55,0.68,183682.18,68697.14,1,1,1,70.01,High Priority,5.0,64358.68,0.0,2026-03-24,5.0,58778.3,58.35,Settlement offer / legal review
LOAN00016412,APP00026546,CUST0014284,West Bengal,Siliguri,Male,Self-employed,Other Services,Affluent,120048,721,0.203,Mobile App,Personal Loan,Family Event,Medium,64.31,2026-03-20,144000.0,22.56,12,13516.43,Defaulted,118615.05,193,Default,1,0,108131.44,10403.24,0.0962,1,2,0,14.5,111,0.55,0.68,118615.05,44362.03,1,1,1,68.15,High Priority,2.0,31540.27,0.0,2026-05-14,2.0,37956.82,58.33,Settlement offer / legal review
LOAN00017760,APP00028756,CUST0000293,Maharashtra,Pune,Male,Salaried,Education,Upper Mass,75892,669,0.464,DSA Agent,Personal Loan,Emergency Expense,Critical,36.7,2026-04-17,203000.0,27.54,24,11094.84,Defaulted,183136.27,198,Default,1,0,232991.64,16074.6,0.069,0,1,0,0.6666666666666666,13,0.55,0.68,183136.27,68492.96,1,1,1,69.99,High Priority,5.0,0.0,0.0,2026-06-23,5.0,58603.61,58.32,Settlement offer / legal review
LOAN00016203,APP00026183,CUST0010217,Gujarat,Rajkot,Male,Gig Worker,Freelance Services,Mass Market,29445,545,0.85,Mobile App,Personal Loan,Education,Critical,0.0,2025-12-23,81500.0,28.66,12,7891.58,Defaulted,57780.52,165,Default,1,0,78915.8,27136.48,0.3439,1,1,2,18.9,111,0.7318,0.68,57780.52,28752.97,1,1,1,74.59,High Priority,4.0,16319.19,2.0,2026-06-12,4.0,20708.54,58.15,Settlement offer / legal review
LOAN00008362,APP00013407,CUST0019656,Delhi,New Delhi,Female,Salaried,Healthcare,Upper Mass,71183,708,0.202,Mobile App,Personal Loan,Debt Consolidation,High,56.96,2026-01-18,230000.0,25.16,24,12293.92,Defaulted,194241.91,212,Default,1,0,159820.96,35440.15,0.2217,1,2,1,8.615384615384615,41,0.55,0.68,194241.91,72646.47,1,1,1,70.31,High Priority,9.0,0.0,2.0,2026-06-22,9.0,69616.3,58.14,Settlement offer / legal review
LOAN00003913,APP00006244,CUST0020657,Karnataka,Bengaluru,Female,Gig Worker,Other Services,Upper Mass,70499,589,0.739,Mobile App,Personal Loan,Family Event,Critical,2.27,2024-08-06,117500.0,27.75,24,6434.44,Defaulted,40896.16,209,Default,1,0,141557.68,72238.0,0.5103,6,8,6,39.27272727272727,116,0.7318,0.68,40896.16,20350.91,1,1,1,74.1,High Priority,43.0,95900.38,7.0,2026-06-27,43.0,15442.39,58.09,Settlement offer / legal review
LOAN00004954,APP00007937,CUST0011311,Karnataka,Hubballi,Male,Gig Worker,Delivery and Mobility,Upper Mass,50005,530,0.85,Mobile App,Business Micro-loan,Equipment Purchase,Critical,0.0,2026-03-01,126500.0,31.46,24,7168.39,Defaulted,99085.4,151,Default,1,0,157704.58000000002,5699.2,0.0361,1,2,0,4.454545454545454,49,0.85,0.68,99085.4,57271.36,1,1,1,81.09,Critical Priority,3.0,4924.23,0.0,2026-05-28,3.0,31707.33,58.09,Settlement offer / legal review
LOAN00009551,APP00015273,CUST0002216,Telangana,Nizamabad,Female,Self-employed,Transport and Logistics,Upper Mass,77933,586,0.744,Mobile App,Personal Loan,Education,Critical,11.23,2026-04-16,189500.0,28.67,12,18350.06,Defaulted,182006.62,168,Default,1,0,128450.42000000001,7125.75,0.0555,0,2,0,6.0,42,0.5821,0.68,182006.62,72043.32,1,1,1,71.4,High Priority,6.0,23429.45,1.0,2026-06-25,6.0,61736.65,58.04,Settlement offer / legal review
LOAN00018316,APP00029641,CUST0015612,Tamil Nadu,Chennai,Female,Small Business Owner,Retail Business,Affluent,114384,702,0.21,Social Media,Personal Loan,Education,High,57.61,2026-02-27,285000.0,25.55,36,11414.62,Defaulted,266468.36,147,Default,1,0,319609.36000000004,29639.39,0.0927,1,1,1,2.4285714285714284,55,0.55,0.68,266468.36,99659.17,1,1,1,72.38,High Priority,7.0,102287.8,1.0,2026-06-30,7.0,90386.07,57.97,Settlement offer / legal review
LOAN00021028,APP00033931,CUST0001910,Gujarat,Vadodara,Female,Gig Worker,Freelance Services,Upper Mass,56213,588,0.732,Mobile App,Personal Loan,Home Improvement,Critical,20.29,2026-04-26,52000.0,27.06,12,4994.43,Defaulted,58047.99,175,Default,1,0,49944.3,9988.86,0.2,0,0,1,1.5,13,0.7318,0.68,58047.99,28886.07,1,1,1,74.59,High Priority,2.0,0.0,0.0,2026-06-12,2.0,18575.36,57.95,Settlement offer / legal review
LOAN00003535,APP00005642,CUST0009228,Tamil Nadu,Coimbatore,Male,Salaried,Healthcare,Upper Mass,92894,664,0.321,DSA Agent,Personal Loan,Debt Consolidation,Medium,61.33,2026-03-28,274500.0,21.0,12,25559.73,Defaulted,294552.32,101,Default,1,0,204477.84,51119.46,0.25,0,0,2,3.25,26,0.55,0.68,294552.32,110162.57,1,1,1,73.18,High Priority,3.0,0.0,1.0,2026-05-23,3.0,99912.15,57.94,Settlement offer / legal review
LOAN00004653,APP00007437,CUST0005486,Karnataka,Mysuru,Female,Salaried,Finance and Accounting,Upper Mass,54281,681,0.42,Paid Search,Personal Loan,Travel,High,50.49,2026-04-19,129500.0,24.59,24,6885.0,Defaulted,132636.06,217,Default,1,0,117045.0,0.0,0.0,1,1,0,2.9411764705882355,50,0.55,0.68,132636.06,49605.89,1,1,1,68.55,High Priority,3.0,33014.03,0.0,2026-06-23,3.0,42443.54,57.91,Settlement offer / legal review
LOAN00021602,APP00034855,CUST0006560,Rajasthan,Jodhpur,Male,Salaried,Healthcare,Upper Mass,84641,622,0.814,Social Media,Business Micro-loan,Business Expansion,Critical,0.0,2025-07-15,205000.0,29.6,24,11419.96,Defaulted,175642.67,188,Default,1,0,239819.15999999997,94846.2,0.3955,2,2,3,16.428571428571427,111,0.55,0.68,175642.67,65690.36,1,1,1,69.78,High Priority,23.0,31806.18,3.0,2026-06-24,23.0,66322.67,57.9,Settlement offer / legal review
LOAN00001780,APP00002849,CUST0008477,Maharashtra,Nagpur,Female,Salaried,Education,Upper Mass,74182,692,0.405,Website,Personal Loan,Family Event,High,45.29,2025-03-16,292500.0,24.66,24,15561.32,Defaulted,138373.6,182,Default,1,0,233419.8,98784.37,0.4232,6,5,3,41.2,105,0.55,0.68,138373.6,51751.73,1,1,1,68.71,High Priority,29.0,223777.49,4.0,2026-06-30,29.0,52249.87,57.83,Settlement offer / legal review
LOAN00000013,APP00000020,CUST0004408,Gujarat,Vadodara,Male,Small Business Owner,Services Business,Affluent,151630,666,0.719,Referral,Personal Loan,Travel,Critical,39.8,2026-04-20,239000.0,27.37,6,43072.94,Defaulted,214274.19,129,Default,1,0,129218.82,86145.88,0.6667,0,0,2,12.666666666666666,31,0.55,0.68,214274.19,80138.55,1,1,1,70.88,High Priority,6.0,0.0,3.0,2026-06-24,6.0,80909.93,57.76,Settlement offer / legal review
LOAN00012362,APP00019946,CUST0008176,Telangana,Karimnagar,Male,Self-employed,Transport and Logistics,Upper Mass,89076,716,0.404,Mobile App,Personal Loan,Education,High,53.43,2025-04-02,315000.0,24.82,36,12494.38,Defaulted,209094.88,188,Default,1,0,349842.63999999996,121766.62,0.3481,3,2,5,13.607142857142858,93,0.55,0.68,209094.88,78201.49,1,1,1,70.74,High Priority,16.0,92539.9,2.0,2026-06-19,16.0,74939.6,57.76,Settlement offer / legal review
LOAN00015258,APP00024633,CUST0014310,Maharashtra,Nashik,Female,Contract Worker,Manufacturing,Low Income,23710,592,0.623,Referral,Business Micro-loan,Inventory Purchase,Critical,0.0,2026-03-02,31000.0,30.64,24,1743.53,Defaulted,28714.63,177,Default,1,0,22665.89,4751.65,0.2096,0,1,1,6.230769230769231,43,0.8052,0.68,28714.63,15722.29,1,1,1,77.06,High Priority,4.0,11928.75,1.0,2026-06-28,4.0,9740.0,57.69,Settlement offer / legal review
LOAN00010156,APP00016266,CUST0016808,Karnataka,Mysuru,Male,Self-employed,Small Business,Upper Mass,54952,595,0.523,Website,Personal Loan,Emergency Expense,Critical,14.7,2026-01-12,199500.0,27.53,24,10902.53,Defaulted,185441.51,184,Default,1,0,174440.48,43610.12,0.25,1,0,2,5.4375,60,0.55,0.68,185441.51,69355.12,1,1,1,70.06,High Priority,9.0,75118.55,2.0,2026-05-22,9.0,66462.24,57.65,Settlement offer / legal review
LOAN00007443,APP00011969,CUST0002599,Uttar Pradesh,Noida,Female,Self-employed,Sales and Retail,Affluent,134432,696,0.666,Social Media,Business Micro-loan,Shop Renovation,Critical,38.7,2026-02-25,296500.0,30.99,24,16729.62,Defaulted,270608.49,137,Default,1,0,317862.77999999997,52680.31,0.1657,0,2,1,4.2105263157894735,48,0.55,0.68,270608.49,101207.58,1,1,1,72.5,High Priority,8.0,49358.23,2.0,2026-06-11,8.0,96986.08,57.61,Settlement offer / legal review
LOAN00011457,APP00018407,CUST0002799,Tamil Nadu,Salem,Male,Salaried,Finance and Accounting,Upper Mass,85205,683,0.447,Mobile App,Personal Loan,Medical Expense,Critical,40.25,2026-04-11,253500.0,28.77,18,17505.66,Defaulted,253675.43,138,Default,1,0,192562.26,35011.32,0.1818,0,0,0,0.09090909090909091,1,0.55,0.68,253675.43,94874.61,1,1,1,72.01,High Priority,4.0,0.0,0.0,2026-06-16,4.0,81176.14,57.61,Settlement offer / legal review
LOAN00012678,APP00020451,CUST0005281,Karnataka,Hubballi,Male,Small Business Owner,Retail Business,Upper Mass,84626,615,0.745,Mobile App,Personal Loan,Emergency Expense,Critical,31.75,2025-02-21,119500.0,28.31,36,4962.98,Defaulted,98164.85,208,Default,1,0,129037.47999999998,47637.45999999999,0.3692,5,1,4,17.076923076923077,88,0.55,0.68,98164.85,36713.65,1,1,1,67.56,High Priority,27.0,66464.56,8.0,2026-06-20,27.0,37067.05,57.59,Settlement offer / legal review
LOAN00004992,APP00007993,CUST0012458,Uttar Pradesh,Lucknow,Female,Salaried,Finance and Accounting,Upper Mass,66251,767,0.378,Partner Marketplace,Personal Loan,Medical Expense,Medium,75.27,2025-10-09,218000.0,22.82,36,8418.28,Defaulted,210628.14,178,Default,1,0,235711.84000000003,53211.850000000006,0.2257,1,1,1,5.321428571428571,77,0.55,0.68,210628.14,78774.92,1,1,1,70.78,High Priority,16.0,118203.32999999999,2.0,2026-06-28,16.0,75489.13,57.57,Settlement offer / legal review
LOAN00006451,APP00010402,CUST0003873,Gujarat,Vadodara,Male,Salaried,Finance and Accounting,Upper Mass,65990,740,0.446,Mobile App,Personal Loan,Travel,High,52.7,2025-09-10,217000.0,25.23,12,20648.82,Defaulted,133362.8,197,Default,1,0,185839.38,144541.74,0.7778,1,1,5,16.11111111111111,45,0.55,0.68,133362.8,49877.69,1,1,1,68.57,High Priority,20.0,210669.16,4.0,2026-06-14,20.0,50357.79,57.55,Settlement offer / legal review
LOAN00002106,APP00003379,CUST0006507,Tamil Nadu,Salem,Male,Small Business Owner,Food and Hospitality,Upper Mass,61749,659,0.185,Mobile App,Personal Loan,Travel,Critical,36.17,2026-04-17,181000.0,29.33,18,12549.66,Defaulted,167733.92,201,Default,1,0,150595.91999999998,25099.32,0.1667,0,0,1,2.5833333333333335,29,0.55,0.68,167733.92,62732.49,1,1,1,69.55,High Priority,5.0,82272.68000000001,0.0,2026-06-29,5.0,53674.85,57.46,Settlement offer / legal review
